Region;Site;Reference;Indicator;Latitude (°N);Longitude (°E);RSL (m);RSL +1s;RSL -1s;Age (CE);Age +2s;Age -2s
North Carolina, USA;Wilmington;"Cinquemani et al. (1982); Compiled in Horton et al. (2009)";plants;34,100;-78,000;-3,03;0,30;0,30;-1694;257;257
Massachusetts, USA;Barnstable;"Redfield and Rubin (1962); Compiled in Englehart and Horton (2012)";plants;41,710;-70,370;-6,04;0,67;0,67;-1440;1106;1106
Massachusetts, USA;Barnstable;"Redfield and Rubin (1962); Compiled in Englehart and Horton (2012)";plants;41,710;-70,370;-5,12;0,67;0,67;-1313;794;794
Massachusetts, USA;Revere;Donnelly (2006);plants;42,431;-71,008;-2,57;0,07;0,07;-1310;104;104
Rio de Janeiro, Brazil;Buzios;Martin and Suguio (1978);vermetid;-22,733;-41,850;2,10;0,40;0,40;-1303;445;445
Rio de Janeiro, Brazil;Buzios;Martin and Suguio (1978);vermetid;-22,767;-41,883;1,80;0,40;0,40;-1234;427;427
South Africa;Langebaan;Compton (2001);sediment;-33,140;18,060;0,25;0,38;0,38;-1197;174;174
Connecticut, USA;Indian River;"Cinquemani et al. (1982); Compiled in Englehart and Horton (2012)";plants;41,200;-73,000;-3,20;0,49;0,49;-1174;248;248
Massachusetts, USA;Revere;Donnelly (2006);plants;42,431;-71,008;-2,25;0,08;0,08;-1158;161;161
Rio de Janeiro, Brazil;Mangaratiba;Martin and Suguio (1978);vermetid;-22,967;-44,033;1,70;0,40;0,40;-1123;258;258
Spain;Bilbao;Leorri et al. (2012);foraminifera;43,420;-2,950;-2,19;0,32;0,32;-1075;175;175
Spain;Bilbao;Leorri et al. (2012);foraminifera;43,420;-2,950;-3,00;0,80;0,80;-1073;83;83
Christmas Island, Kiribati;Multiple;"McGregor et al. (2011); Compiled in Woodroffe et al. (2012)";coral microatoll;1,980;-157,500;-0,23;0,10;0,05;-1050;220;219
Christmas Island, Kiribati;Multiple;"McGregor et al. (2011); Compiled in Woodroffe et al. (2012)";coral microatoll;1,980;-157,500;0,00;0,10;0,05;-1035;188;202
Massachusetts, USA;Barnstable;"Redfield and Rubin (1962); Compiled in Englehart and Horton (2012)";plants;41,700;-70,360;-3,61;0,67;0,67;-998;608;608
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;-0,18;0,10;0,05;-986;166;181
Connecticut, USA;Branford;"van de Plassche et al. (2002); Compiled in Englehart and Horton (2012)";plants;41,250;-72,860;-3,08;0,23;0,23;-957;111;111
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;-0,14;0,10;0,05;-887;160;125
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;0,13;0,10;0,05;-875;153;118
Brittany, France;Arun;Stephan et al. (2015);foraminifera;48,290;-4,240;-2,96;0,20;0,20;-872;74;119
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;-0,14;0,10;0,05;-863;153;118
Christmas Island, Kiribati;Multiple;"McGregor et al. (2011); Compiled in Woodroffe et al. (2012)";coral microatoll;1,980;-157,500;-0,07;0,10;0,05;-860;126;173
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;0,09;0,10;0,05;-853;110;146
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;-0,12;0,10;0,05;-844;156;114
Nova Scotia, Canada;Chezzetcook Inlet;Scott et al. (1995);foraminifera;44,740;-63,260;-6,39;0,27;0,27;-836;421;421
Denmark;Ho Bugt;Szkornik et al. (2008);diatoms;55,583;-8,267;-2,20;0,45;0,45;-808;56;54
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;-0,07;0,10;0,05;-799;165;169
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;0,10;0,10;0,05;-799;169;165
Rio de Janeiro, Brazil;Itaipu-Acu;Ireland (1988);herbaceous peat;-22,950;-42,900;0,32;0,25;0,25;-785;195;195
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;-0,14;0,10;0,05;-784;144;201
Santa Catarina, Brazil;Ponta da Galheta;Angulo et al. (1999);vermetid;-28,567;-48,786;2,00;0,50;0,50;-688;195;195
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;0,06;0,10;0,05;-674;197;137
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;-0,14;0,10;0,05;-662;140;205
Massachusetts, USA;Revere;Donnelly (2006);plants;42,431;-71,008;-1,83;0,06;0,06;-648;149;149
Seychelles;Barbarons;Woodroffe et al. (2015);Mangrove Peat;-4,695;55,459;-0,50;0,30;0,30;-646;153;153
Rio de Janeiro, Brazil;Lagoa do Padre;Ireland (1988);herbaceous peat;-22,933;-42,767;1,05;0,25;0,25;-630;188;188
Santa Catarina, Brazil;Ponta da Galheta;Angulo et al. (1999);vermetid;-28,567;-48,786;0,75;0,50;0,50;-586;182;182
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;-0,14;0,10;0,05;-581;168;188
Rio de Janeiro, Brazil;Itaipu-Acu;Ireland (1988);herbaceous peat;-22,950;-42,900;0,42;0,25;0,25;-577;179;179
Florida, USA;Nassau;Kemp et al. (2014);foramininifera and plants;30,587;-81,666;-1,18;0,07;0,07;-559;141;141
South Africa;Langebaan;Compton (2001);sediment;-33,140;18,060;0,25;0,38;0,38;-559;176;176
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;-0,03;0,10;0,05;-557;168;173
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;0,04;0,10;0,05;-536;156;187
Florida, USA;Nassau;Kemp et al. (2014);foramininifera and plants;30,587;-81,666;-1,17;0,07;0,07;-535;134;134
Isle of Wight, UK;Stansore Point;Long and Tooley (1995);plants;50,780;-1,340;-1,68;0,11;0,11;-517;185;185
Florida, USA;Nassau;Kemp et al. (2014);foramininifera and plants;30,587;-81,666;-1,15;0,07;0,07;-494;125;125
New Jersey, USA;Sea Island City;"Cinquemani et al. (1982); Compiled in Horton et al. (2013)";plants;39,200;-74,700;-2,81;0,40;0,40;-482;283;283
South West England, UK;Hallsands;Gehrels and Anderson (2014);plants;50,240;-3,660;-3,74;0,14;0,14;-482;84;257
New Jersey, USA;Leeds Point;Kemp et al. (2013);foraminifera and stable carbon isotopes;39,496;-74,418;-4,13;0,15;0,15;-476;54;54
Florida, USA;Nassau;Kemp et al. (2014);foramininifera and plants;30,587;-81,666;-1,13;0,07;0,07;-456;118;118
New Jersey, USA;Leeds Point;Kemp et al. (2013);foraminifera and stable carbon isotopes;39,496;-74,418;-4,02;0,06;0,06;-455;43;43
Rio de Janeiro, Brazil;Frade;Martin and Suguio (1978);vermetid;-22,967;-42,433;1,50;0,40;0,40;-455;322;322
Spain;Urdaibai;Leorri et al. (2012);foraminifera;43,420;-2,950;-3,44;0,80;0,80;-425;65;65
Brittany, France;Arun;Stephan et al. (2015);foraminifera;48,290;-4,240;-2,26;0,20;0,20;-422;213;319
Florida, USA;Nassau;Kemp et al. (2014);foramininifera and plants;30,587;-81,666;-1,11;0,07;0,07;-416;109;109
Isle of Wight, UK;Stansore Point;Long and Tooley (1995);plants;50,780;-1,340;-2,04;0,11;0,11;-412;299;299
Rio de Janeiro, Brazil;Arraial do Cabro;Martin and Suguio (1978);vermetid;-22,933;-42,017;1,80;0,40;0,40;-401;430;430
New Jersey, USA;Leeds Point;Kemp et al. (2013);foraminifera and stable carbon isotopes;39,496;-74,418;-4,08;0,15;0,15;-401;37;37
Christmas Island, Kiribati;Multiple;"McGregor et al. (2011); Compiled in Woodroffe et al. (2012)";coral microatoll;1,980;-157,500;-0,12;0,10;0,05;-401;487;487
New Jersey, USA;Sea lsland City;"Pardi et al. (1984); Compiled in Horton et al. (2013)";plants;39,180;-74,730;-3,51;0,40;0,40;-394;351;351
Florida, USA;Nassau;Kemp et al. (2014);foramininifera and plants;30,587;-81,666;-1,09;0,07;0,07;-379;100;100
Rio de Janeiro, Brazil;Corao Grande;Martin and Suguio (1978);vermetid;-22,917;-43,833;1,60;0,40;0,40;-353;355;355
Florida, USA;Nassau;Kemp et al. (2014);foramininifera and plants;30,587;-81,666;-1,07;0,07;0,07;-343;91;91
New Jersey, USA;Leeds Point;Kemp et al. (2013);foraminifera and stable carbon isotopes;39,496;-74,418;-3,91;0,03;0,03;-339;32;32
New Jersey, USA;Leeds Point;Kemp et al. (2013);foraminifera and stable carbon isotopes;39,496;-74,418;-4,01;0,15;0,15;-329;33;33
New Jersey, USA;Leeds Point;Kemp et al. (2013);foraminifera and stable carbon isotopes;39,496;-74,418;-3,88;0,05;0,05;-319;34;34
New Jersey, USA;Leeds Point;Kemp et al. (2013);foraminifera and stable carbon isotopes;39,496;-74,418;-3,89;0,07;0,07;-314;34;34
Florida, USA;Nassau;Kemp et al. (2014);foramininifera and plants;30,587;-81,666;-1,05;0,07;0,07;-313;84;84
New Jersey, USA;Leeds Point;Kemp et al. (2013);foraminifera and stable carbon isotopes;39,496;-74,418;-3,74;0,04;0,04;-307;36;36
New Jersey, USA;Leeds Point;Kemp et al. (2013);foraminifera and stable carbon isotopes;39,496;-74,418;-3,84;0,08;0,08;-301;37;37
New Zealand;Blueskin Bay;Gibb (1986);shells;-45,720;170,350;0,00;0,25;0,25;-299;98;98
Massachusetts, USA;Barnstable;"Redfield and Rubin (1962); Compiled in Englehart and Horton (2012)";plants;41,710;-70,370;-2,83;0,67;0,67;-295;706;706
New Jersey, USA;Leeds Point;Kemp et al. (2013);foraminifera and stable carbon isotopes;39,496;-74,418;-3,79;0,06;0,06;-292;38;38
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;0,01;0,10;0,05;-273;181;131
Florida, USA;Nassau;Kemp et al. (2014);foramininifera and plants;30,587;-81,666;-1,03;0,07;0,07;-273;81;81
New Jersey, USA;Leeds Point;Kemp et al. (2013);foraminifera and stable carbon isotopes;39,496;-74,418;-3,73;0,04;0,04;-264;34;34
North Carolina, USA;Jarrett Bay;"Spaur and Snyder (1999); Compiled in Horton et al. (2009)";plants;34,800;-76,490;-1,91;0,13;0,13;-247;485;485
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;-0,01;0,10;0,05;-240;164;137
New Jersey, USA;Leeds Point;Kemp et al. (2013);foraminifera and stable carbon isotopes;39,496;-74,418;-3,69;0,05;0,05;-240;31;31
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-2,37;0,16;0,16;-233;82;92
Massachusetts, USA;Barnstable;"Stuiver et al. (1963); Compiled in Englehart and Horton (2012)";plants;41,730;-70,300;-3,83;0,56;0,56;-228;273;273
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-2,35;0,16;0,16;-217;79;86
Florida, USA;Nassau;Kemp et al. (2014);foramininifera and plants;30,587;-81,666;-1,01;0,07;0,07;-205;84;84
Denmark;Ho Bugt;"Gehrels et al. (2006b); Szkornik et al. (2008)";diatoms;55,583;-8,267;-1,92;0,25;0,25;-203;278;288
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-2,34;0,16;0,16;-200;75;79
New Jersey, USA;Leeds Point;Kemp et al. (2013);foraminifera and stable carbon isotopes;39,496;-74,418;-3,73;0,15;0,15;-200;31;31
Connecticut, USA;Branford;"van de Plassche et al. (2002); Compiled in Englehart and Horton (2012)";plants;41,260;-72,840;-2,25;0,23;0,23;-198;153;153
Scotland, UK;Wick;"Dawson and Smith (1997);  Compiled in Shennan and Horton (2002)";Plants;58,450;-3,090;-0,42;0,11;0,11;-198;191;191
Santa Catarina, Brazil;Ponta da Passagem da Barra;Angulo et al. (1999);vermetid;-28,505;-48,746;1,00;0,50;0,50;-188;272;272
Santa Catarina, Brazil;Ponta da Passagem da Barra;Angulo et al. (1999);vermetid;-28,505;-48,746;1,00;0,50;0,50;-188;272;272
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-2,34;0,16;0,16;-184;72;72
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-2,34;0,16;0,16;-169;68;65
Scotland, UK;Wick;"Dawson and Smith (1997);  Compiled in Shennan and Horton (2002)";Plants;58,450;-3,090;-0,08;0,11;0,11;-168;219;219
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-2,29;0,16;0,16;-161;65;61
Florida, USA;Nassau;Kemp et al. (2014);foramininifera and plants;30,587;-81,666;-0,99;0,07;0,07;-155;91;91
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-2,34;0,16;0,16;-152;63;57
Iceland;Vioarholmi;Gehrels et al. (2006a);foraminifera;64,763;-22,434;-1,64;0,20;0,20;-141;83;140
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-2,33;0,16;0,16;-130;60;55
New Jersey, USA;Leeds Point;Kemp et al. (2013);foraminifera and stable carbon isotopes;39,496;-74,418;-3,68;0,15;0,15;-124;90;90
North Carolina, USA;Sand Point;Kemp et al. (2011);foraminifera;35,885;-75,681;-2,55;0,08;0,08;-120;59;59
Iceland;Vioarholmi;Gehrels et al. (2006a);foraminifera;64,763;-22,434;-1,62;0,20;0,20;-119;74;118
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-2,27;0,16;0,16;-115;56;55
Florida, USA;Nassau;Kemp et al. (2014);foramininifera and plants;30,587;-81,666;-0,97;0,07;0,07;-109;98;98
Rio de Janeiro, Brazil;Cabo Frio;Delibras and Laborel (1969);vermetid;-22,900;-42,000;2,00;0,50;0,50;-101;239;239
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-2,29;0,16;0,16;-100;53;55
New Jersey, USA;Leeds Point;Kemp et al. (2013);foraminifera and stable carbon isotopes;39,496;-74,418;-3,63;0,15;0,15;-87;109;109
Iceland;Vioarholmi;Gehrels et al. (2006a);foraminifera;64,763;-22,434;-1,60;0,20;0,20;-86;67;88
North Carolina, USA;Sand Point;Kemp et al. (2011);foraminifera;35,885;-75,681;-2,51;0,08;0,08;-84;63;63
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-2,30;0,16;0,16;-82;51;54
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-2,29;0,16;0,16;-64;48;53
Florida, USA;Nassau;Kemp et al. (2014);foramininifera and plants;30,587;-81,666;-0,95;0,07;0,07;-64;102;102
Iceland;Vioarholmi;Gehrels et al. (2006a);foraminifera;64,763;-22,434;-1,58;0,20;0,20;-60;62;88
Christmas Island, Kiribati;Multiple;"McGregor et al. (2011); Compiled in Woodroffe et al. (2012)";coral microatoll;1,980;-157,500;0,06;0,10;0,05;-54;186;215
New Jersey, USA;Leeds Point;Kemp et al. (2013);foraminifera and stable carbon isotopes;39,496;-74,418;-3,58;0,15;0,15;-53;113;113
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-2,21;0,16;0,16;-50;46;52
Iceland;Vioarholmi;Gehrels et al. (2006a);foraminifera;64,763;-22,434;-1,56;0,20;0,20;-44;61;92
New Jersey, USA;Leeds Point;Kemp et al. (2013);foraminifera and stable carbon isotopes;39,496;-74,418;-3,56;0,15;0,15;-40;111;111
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-2,20;0,16;0,16;-37;44;50
North Carolina, USA;Sand Point;Kemp et al. (2011);foraminifera;35,885;-75,681;-2,50;0,06;0,06;-33;69;69
Iceland;Vioarholmi;Gehrels et al. (2006a);foraminifera;64,763;-22,434;-1,54;0,20;0,20;-28;59;93
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-2,17;0,16;0,16;-23;42;48
Florida, USA;Nassau;Kemp et al. (2014);foramininifera and plants;30,587;-81,666;-0,93;0,07;0,07;-20;103;103
New Jersey, USA;Leeds Point;Kemp et al. (2013);foraminifera and stable carbon isotopes;39,496;-74,418;-3,42;0,04;0,04;-19;102;102
Spain;Urdaibai;Leorri et al. (2012);foraminifera;43,420;-2,950;-1,96;0,33;0,33;-15;85;85
Iceland;Vioarholmi;Gehrels et al. (2006a);foraminifera;64,763;-22,434;-1,52;0,20;0,20;-13;57;91
Israel;Casesarea;Sivan et al. (2004);archaeological evidence;32,520;34,910;-0,24;0,09;0,09;-10;10;10
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-2,18;0,16;0,16;-6;46;47
North Carolina, USA;Sand Point;Kemp et al. (2011);foraminifera;35,885;-75,681;-2,42;0,05;0,05;-3;69;69
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;-0,12;0,10;0,05;-1;150;168
Denmark;Ho Bugt;"Gehrels et al. (2006b); Szkornik et al. (2008)";diatoms;55,583;-8,267;-1,27;0,23;0,23;1;124;161
Iceland;Vioarholmi;Gehrels et al. (2006a);foraminifera;64,763;-22,434;-1,50;0,20;0,20;3;55;93
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;0,13;0,10;0,05;5;144;166
Santa Catarina, Brazil;Cape of Santa Marta;Angulo et al. (1999);vermetid;-28,605;-48,815;0,95;0,50;0,50;6;212;212
New Jersey, USA;Cheesequake Marsh;"Cinquemani et al. (1982); Compiled in Horton et al. (2013)";plants;40,400;-74,300;-2,85;0,43;0,43;11;367;367
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-2,20;0,16;0,16;13;47;46
New Zealand;Blueskin Bay;Gibb (1986);shells;-45,720;170,350;-0,50;0,45;0,45;15;117;117
North Carolina, USA;Sand Point;Kemp et al. (2011);foraminifera;35,885;-75,681;-2,42;0,07;0,07;17;67;67
Iceland;Vioarholmi;Gehrels et al. (2006a);foraminifera;64,763;-22,434;-1,48;0,20;0,20;18;52;92
Massachusetts, USA;Barnstable;"Redfield and Rubin (1962); Compiled in Englehart and Horton (2012)";plants;41,710;-70,370;-1,83;0,67;0,67;21;755;755
Florida, USA;Nassau;Kemp et al. (2014);foramininifera and plants;30,587;-81,666;-0,91;0,07;0,07;24;101;101
New Jersey, USA;Leeds Point;Kemp et al. (2013);foraminifera and stable carbon isotopes;39,496;-74,418;-3,26;0,16;0,16;27;80;80
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;0,05;0,10;0,05;28;189;195
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-2,10;0,16;0,16;31;48;45
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;-0,03;0,10;0,05;31;37;37
Iceland;Vioarholmi;Gehrels et al. (2006a);foraminifera;64,763;-22,434;-1,46;0,20;0,20;34;49;86
Seychelles;Barbarons;Woodroffe et al. (2015);Mangrove Peat;-4,695;55,459;-1,03;0,30;0,30;34;84;84
North Carolina, USA;Sand Point;Kemp et al. (2011);foraminifera;35,885;-75,681;-2,42;0,09;0,09;37;65;65
Rio de Janeiro, Brazil;Ilha do Araujo;Martin and Suguio (1978);vermetid;-23,150;-44,683;1,40;0,40;0,40;42;217;217
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-2,14;0,16;0,16;49;49;44
Israel;Casesarea;Sivan et al. (2004);archaeological evidence;32,520;34,910;-0,06;0,07;0,07;50;50;50
Israel;Casesarea;Sivan et al. (2004);archaeological evidence;32,520;34,910;-0,06;0,07;0,07;50;50;50
Israel;Casesarea;Sivan et al. (2004);archaeological evidence;32,520;34,910;-0,01;0,07;0,07;50;50;50
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;-0,08;0,10;0,05;52;166;160
Iceland;Vioarholmi;Gehrels et al. (2006a);foraminifera;64,763;-22,434;-1,44;0,20;0,20;52;48;82
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;0,01;0,10;0,05;54;191;199
North Carolina, USA;Sand Point;Kemp et al. (2011);foraminifera;35,885;-75,681;-2,42;0,06;0,06;57;63;63
Florida, USA;Nassau;Kemp et al. (2014);foramininifera and plants;30,587;-81,666;-0,89;0,07;0,07;67;97;97
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;-0,03;0,10;0,05;70;168;162
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;0,06;0,10;0,05;70;164;156
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-2,12;0,16;0,16;74;51;44
Iceland;Vioarholmi;Gehrels et al. (2006a);foraminifera;64,763;-22,434;-1,42;0,20;0,20;77;47;75
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;0,04;0,10;0,05;82;164;162
Iceland;Vioarholmi;Gehrels et al. (2006a);foraminifera;64,763;-22,434;-1,40;0,20;0,20;91;47;74
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-2,10;0,16;0,16;92;55;48
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;-0,04;0,10;0,05;94;161;152
North Carolina, USA;Sand Point;Kemp et al. (2011);foraminifera;35,885;-75,681;-2,41;0,06;0,06;94;60;60
Iceland;Vioarholmi;Gehrels et al. (2006a);foraminifera;64,763;-22,434;-1,38;0,20;0,20;103;50;75
Christmas Island, Kiribati;Multiple;"McGregor et al. (2011); Compiled in Woodroffe et al. (2012)";coral microatoll;1,980;-157,500;-0,14;0,10;0,05;109;191;195
Florida, USA;Nassau;Kemp et al. (2014);foramininifera and plants;30,587;-81,666;-0,87;0,07;0,07;110;87;87
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-2,04;0,16;0,16;110;58;51
Christmas Island, Kiribati;Multiple;"McGregor et al. (2011); Compiled in Woodroffe et al. (2012)";coral microatoll;1,980;-157,500;0,00;0,10;0,05;114;184;181
Iceland;Vioarholmi;Gehrels et al. (2006a);foraminifera;64,763;-22,434;-1,36;0,20;0,20;115;51;77
Christmas Island, Kiribati;Multiple;"McGregor et al. (2011); Compiled in Woodroffe et al. (2012)";coral microatoll;1,980;-157,500;-0,22;0,10;0,05;118;197;190
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-1,98;0,16;0,16;119;58;51
Denmark;Ho Bugt;"Gehrels et al. (2006b); Szkornik et al. (2008)";diatoms;55,583;-8,267;-0,86;0,23;0,23;127;109;95
Iceland;Vioarholmi;Gehrels et al. (2006a);foraminifera;64,763;-22,434;-1,34;0,20;0,20;127;50;80
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-2,03;0,16;0,16;128;57;52
New Jersey, USA;Brigantine NWR;"Stuiver and Daddario (1963); Compiled in Horton et al. (2013)";plants;39,490;-74,430;-2,55;0,38;0,38;129;101;101
Florida, USA;Nassau;Kemp et al. (2014);foramininifera and plants;30,587;-81,666;-0,85;0,07;0,07;130;81;81
North Carolina, USA;Sand Point;Kemp et al. (2011);foraminifera;35,885;-75,681;-2,28;0,06;0,06;132;65;65
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;0,17;0,10;0,05;135;151;162
Connecticut, USA;Hammock River;"van de Plassche (1991); Compiled in Englehart and Horton (2012)";plants;41,270;-72,520;-1,57;0,38;0,38;136;81;81
Massachusetts, USA;Revere;Donnelly (2006);plants;42,431;-71,008;-1,29;0,07;0,07;137;90;90
Iceland;Vioarholmi;Gehrels et al. (2006a);foraminifera;64,763;-22,434;-1,32;0,20;0,20;139;49;83
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-2,00;0,16;0,16;145;57;51
New Jersey, USA;Leeds Point;Kemp et al. (2013);foraminifera and stable carbon isotopes;39,496;-74,418;-3,20;0,16;0,16;148;46;46
Iceland;Vioarholmi;Gehrels et al. (2006a);foraminifera;64,763;-22,434;-1,30;0,20;0,20;152;47;85
Florida, USA;Nassau;Kemp et al. (2014);foramininifera and plants;30,587;-81,666;-0,84;0,07;0,07;154;73;73
Santa Catarina, Brazil;Ponta da Galheta;Angulo et al. (1999);vermetid;-28,567;-48,786;1,15;0,50;0,50;158;182;182
North Carolina, USA;Sand Point;Kemp et al. (2011);foraminifera;35,885;-75,681;-2,28;0,05;0,05;164;69;69
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-1,98;0,16;0,16;164;56;49
Iceland;Vioarholmi;Gehrels et al. (2006a);foraminifera;64,763;-22,434;-1,28;0,20;0,20;168;43;88
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;-0,10;0,10;0,05;172;9;9
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;-0,11;0,10;0,05;175;9;9
Christmas Island, Kiribati;Multiple;"McGregor et al. (2011); Compiled in Woodroffe et al. (2012)";coral microatoll;1,980;-157,500;0,03;0,10;0,05;177;194;182
South Africa;Groenvlei;"Deevey et al. (1959); Martin (1968); Compiled in Compton (2001)";sediment;-34,050;23,040;-0,50;0,25;0,25;179;148;148
South Africa;Langebaan;"Baxter (1997); Compiled in Compton (2001)";sediment;-33,140;18,060;-0,50;0,25;0,25;187;144;144
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-1,95;0,16;0,16;190;54;50
Iceland;Vioarholmi;Gehrels et al. (2006a);foraminifera;64,763;-22,434;-1,26;0,20;0,20;199;45;94
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-1,97;0,16;0,16;209;56;55
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;0,07;0,10;0,05;210;173;149
Florida, USA;Nassau;Kemp et al. (2014);foramininifera and plants;30,587;-81,666;-0,83;0,07;0,07;215;70;70
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;0,12;0,10;0,05;216;171;148
Iceland;Vioarholmi;Gehrels et al. (2006a);foraminifera;64,763;-22,434;-1,24;0,20;0,20;218;53;93
Christmas Island, Kiribati;Multiple;"McGregor et al. (2011); Compiled in Woodroffe et al. (2012)";coral microatoll;1,980;-157,500;-0,01;0,10;0,05;223;202;191
Connecticut, USA;East River Marsh;Kemp et al. (2015);foraminifera;41,276;-72,652;-1,95;0,16;0,16;225;58;59
Connecticut, USA;Hammock River;"van de Plassche (1991); Compiled in Englehart and Horton (2012)";plants;41,270;-72,520;-2,15;0,27;0,27;230;103;103
Christmas Island, Kiribati;Multiple;Woodroffe et al. (2012);coral microatoll;1,980;-157,500;0,16;0,10;0,05;233;167;150
Scotland, UK;Loch Laxford;Barlow et al. (2014);diatoms;58,400;-5,070;-0,22;0,35;0,35;235;202;202
Iceland;Vioarholmi;Gehrels et al. (2006a);foraminifera;64,763;-22,434;-1,22;0,20;0,20;236;56;94
North Carolina, USA;Sand Point;Kemp et al. (2011);foraminifera;35,885;-75,681;-2,22;0,06;0,06;237;68;68
